enrollment_id,customer_id,product_id,enrollment_date,initial_investment,contribution_frequency,monthly_contribution,advisor_id,channel,status
ENR0000780,CUS000399,PRD0011,2022-07-01,2394.79,One-time,0,ADV0038,Mobile App,Active
ENR0000781,CUS000400,PRD0010,2023-11-27,31634.27,Monthly,885.76,ADV0047,Phone,Active
ENR0000782,CUS000400,PRD0001,2023-11-27,7944.69,One-time,0,ADV0049,Web,Active
ENR0000783,CUS000401,PRD0013,2022-03-03,8006.77,Annual,4611.9,ADV0041,Mobile App,Active
ENR0000784,CUS000401,PRD0007,2022-03-03,30284.0,Bi-annual,8721.79,ADV0017,Phone,Active
ENR0000785,CUS000402,PRD0005,2020-06-10,39031.61,Bi-annual,5620.55,ADV0041,Phone,Active
ENR0000786,CUS000402,PRD0011,2020-06-10,2975.16,Bi-annual,428.42,ADV0033,Phone,Active
ENR0000787,CUS000403,PRD0002,2024-03-30,22005.47,Bi-annual,1848.46,ADV0007,In-person,Active
ENR0000788,CUS000404,PRD0011,2023-10-31,3077.18,Quarterly,184.63,ADV0013,Phone,Active
ENR0000789,CUS000404,PRD0015,2023-10-31,36396.49,One-time,0,ADV0020,Mobile App,Active
ENR0000790,CUS000405,PRD0011,2024-07-11,2600.12,One-time,0,ADV0014,Phone,Active
ENR0000791,CUS000406,PRD0003,2020-09-02,52991.92,Quarterly,7630.84,ADV0011,Phone,Active
ENR0000792,CUS000406,PRD0004,2020-01-26,6628.41,One-time,0,ADV0031,In-person,Active
ENR0000793,CUS000407,PRD0004,2023-03-06,3679.95,Bi-annual,309.12,ADV0024,Mobile App,Active
ENR0000794,CUS000407,PRD0005,2023-03-06,43167.74,Bi-annual,3626.09,ADV0029,Mobile App,Active
ENR0000795,CUS000408,PRD0001,2023-01-01,13536.12,Quarterly,2598.93,ADV0021,Phone,Active
ENR0000796,CUS000408,PRD0013,2023-01-01,18185.33,Quarterly,3491.58,ADV0042,In-person,Active
ENR0000797,CUS000408,PRD0007,2023-01-01,51791.88,Bi-annual,19888.08,ADV0012,In-person,Active
ENR0000798,CUS000408,PRD0015,2023-01-01,159082.22,One-time,0,ADV0042,In-person,Active
ENR0000799,CUS000408,PRD0014,2023-01-01,222768.41,Monthly,14257.18,ADV0048,In-person,Active
ENR0000800,CUS000409,PRD0012,2022-08-26,7349.36,Monthly,146.99,ADV0050,In-person,Active
ENR0000801,CUS000409,PRD0010,2022-08-26,12498.46,One-time,0,ADV0038,Web,Active
ENR0000802,CUS000410,PRD0011,2021-11-09,5370.77,One-time,0,ADV0024,Mobile App,Active
ENR0000803,CUS000411,PRD0008,2024-06-13,2268.57,Monthly,45.37,ADV0021,In-person,Active
ENR0000804,CUS000412,PRD0014,2024-03-03,34512.59,Bi-annual,4141.51,ADV0037,Web,Active
ENR0000805,CUS000413,PRD0004,2021-03-08,12607.19,One-time,0,ADV0020,Phone,Active
ENR0000806,CUS000413,PRD0006,2021-03-08,35442.01,Monthly,1984.75,ADV0033,In-person,Active
ENR0000807,CUS000413,PRD0010,2021-03-08,76204.14,Annual,51209.18,ADV0042,Mobile App,Active
ENR0000808,CUS000413,PRD0009,2021-03-08,9821.46,Bi-annual,3300.01,ADV0033,Mobile App,Active
ENR0000809,CUS000413,PRD0011,2021-03-08,10042.86,Monthly,562.4,ADV0006,Mobile App,Active
ENR0000810,CUS000414,PRD0007,2020-11-21,14863.58,Monthly,356.73,ADV0034,Mobile App,Active
ENR0000811,CUS000414,PRD0013,2020-11-21,2540.5,Annual,731.66,ADV0003,In-person,Active
ENR0000812,CUS000415,PRD0008,2021-02-15,5335.01,Monthly,149.38,ADV0048,Web,Active
ENR0000813,CUS000415,PRD0005,2021-02-15,98711.38,Monthly,2763.92,ADV0035,Web,Active
ENR0000814,CUS000415,PRD0010,2021-02-15,31478.5,Annual,10576.78,ADV0040,Phone,Active
ENR0000815,CUS000416,PRD0013,2024-08-13,4209.88,Bi-annual,505.19,ADV0030,Web,Active
ENR0000816,CUS000417,PRD0002,2022-07-02,20598.0,Bi-annual,2471.76,ADV0030,In-person,Active
ENR0000817,CUS000417,PRD0003,2022-07-02,28340.95,Annual,6801.83,ADV0037,Mobile App,Active
ENR0000818,CUS000418,PRD0001,2021-06-13,6126.15,Annual,2058.39,ADV0010,Web,Active
ENR0000819,CUS000419,PRD0011,2023-03-17,6129.46,Quarterly,514.87,ADV0050,In-person,Active
ENR0000820,CUS000419,PRD0013,2023-03-17,9466.22,One-time,0,ADV0010,Web,Active
ENR0000821,CUS000419,PRD0006,2023-03-17,12061.44,Quarterly,1013.16,ADV0007,Web,Active
ENR0000822,CUS000420,PRD0009,2022-04-18,2697.04,Monthly,53.94,ADV0021,Phone,Active
ENR0000823,CUS000421,PRD0004,2023-05-16,5816.44,Bi-annual,1116.76,ADV0015,Phone,Active
ENR0000824,CUS000421,PRD0015,2023-05-16,106340.72,Monthly,3402.9,ADV0009,In-person,Active
ENR0000825,CUS000421,PRD0005,2023-05-16,56155.5,Annual,21563.71,ADV0002,Phone,Active
ENR0000826,CUS000422,PRD0001,2022-02-10,12056.32,Annual,11574.07,ADV0007,Phone,Active
ENR0000827,CUS000422,PRD0008,2022-02-10,15753.95,One-time,0,ADV0007,Phone,Active
ENR0000828,CUS000422,PRD0014,2022-02-10,139545.96,Quarterly,33491.03,ADV0048,In-person,Active
ENR0000829,CUS000422,PRD0007,2022-02-10,69987.3,Bi-annual,33593.91,ADV0035,Web,Active
ENR0000830,CUS000422,PRD0004,2022-02-10,17997.91,Bi-annual,8639.0,ADV0021,Web,Active
ENR0000831,CUS000423,PRD0001,2020-01-16,3450.07,Annual,828.02,ADV0026,Phone,Active
ENR0000832,CUS000423,PRD0015,2020-01-16,40640.43,Bi-annual,4876.85,ADV0005,In-person,Active
ENR0000833,CUS000424,PRD0012,2020-08-09,5422.26,Annual,1561.61,ADV0031,Mobile App,Active
ENR0000834,CUS000425,PRD0001,2023-08-27,4618.54,Quarterly,332.53,ADV0037,Web,Active
ENR0000835,CUS000425,PRD0003,2023-08-27,17103.31,Annual,4925.75,ADV0049,Web,Active
ENR0000836,CUS000426,PRD0006,2023-10-26,7074.38,Quarterly,509.36,ADV0027,Web,Active
ENR0000837,CUS000426,PRD0010,2023-10-26,17419.67,Quarterly,1254.22,ADV0024,Phone,Active
ENR0000838,CUS000427,PRD0001,2024-02-17,3743.89,Bi-annual,449.27,ADV0026,In-person,Active
ENR0000839,CUS000428,PRD0006,2023-07-31,10258.3,Monthly,328.27,ADV0031,Web,Active
ENR0000840,CUS000428,PRD0001,2023-07-31,9567.88,Monthly,306.17,ADV0035,Phone,Active
ENR0000841,CUS000428,PRD0013,2023-07-31,5790.86,Monthly,185.31,ADV0023,Phone,Active
ENR0000842,CUS000429,PRD0002,2023-02-17,24609.13,Annual,7087.43,ADV0027,In-person,Active
ENR0000843,CUS000429,PRD0015,2023-02-17,34032.16,One-time,0,ADV0041,Mobile App,Active
ENR0000844,CUS000430,PRD0015,2021-11-18,67691.92,One-time,0,ADV0024,Phone,Active
ENR0000845,CUS000430,PRD0005,2021-11-18,73889.49,One-time,0,ADV0013,Web,Active
ENR0000846,CUS000431,PRD0004,2023-04-14,4148.02,Monthly,82.96,ADV0046,Web,Active
ENR0000847,CUS000432,PRD0004,2021-02-02,3126.68,Bi-annual,375.2,ADV0022,In-person,Active
ENR0000848,CUS000433,PRD0013,2020-11-04,3319.86,Bi-annual,278.87,ADV0043,Web,Active
ENR0000849,CUS000433,PRD0003,2020-11-04,26219.04,Annual,4404.8,ADV0041,Web,Active
ENR0000850,CUS000434,PRD0001,2024-01-05,2857.39,Monthly,68.58,ADV0016,Mobile App,Active
ENR0000851,CUS000435,PRD0010,2020-01-10,14807.76,Bi-annual,2132.32,ADV0013,In-person,Active
ENR0000852,CUS000436,PRD0004,2024-04-12,8106.56,One-time,0,ADV0029,Mobile App,Active
ENR0000853,CUS000436,PRD0008,2024-04-12,6621.84,One-time,0,ADV0022,Web,Active
ENR0000854,CUS000437,PRD0006,2022-09-04,9359.86,One-time,0,ADV0030,In-person,Active
ENR0000855,CUS000437,PRD0013,2022-09-04,4408.17,Bi-annual,634.78,ADV0005,In-person,Active
ENR0000856,CUS000438,PRD0009,2022-12-23,2252.46,Quarterly,162.18,ADV0030,Phone,Active
ENR0000857,CUS000439,PRD0003,2020-09-02,20214.36,Annual,4851.45,ADV0028,Phone,Active
ENR0000858,CUS000439,PRD0014,2020-07-29,58988.78,One-time,0,ADV0012,Phone,Active
ENR0000859,CUS000440,PRD0014,2022-07-22,100834.46,Monthly,3226.7,ADV0013,In-person,Active
ENR0000860,CUS000441,PRD0010,2022-09-30,18599.26,One-time,0,ADV0004,In-person,Active
ENR0000861,CUS000442,PRD0012,2020-09-25,9735.82,One-time,0,ADV0011,Phone,Active
ENR0000862,CUS000443,PRD0011,2024-06-10,3268.63,One-time,0,ADV0015,Phone,Active
ENR0000863,CUS000444,PRD0010,2020-04-08,25568.43,Annual,14727.41,ADV0019,In-person,Active
ENR0000864,CUS000444,PRD0007,2020-04-08,37874.89,Annual,21815.94,ADV0021,Mobile App,Active
ENR0000865,CUS000444,PRD0004,2020-04-08,5001.77,Bi-annual,1440.51,ADV0046,In-person,Active
ENR0000866,CUS000445,PRD0015,2023-01-25,52003.81,One-time,0,ADV0005,Mobile App,Active
ENR0000867,CUS000446,PRD0003,2020-09-02,44427.96,Quarterly,6397.63,ADV0049,Phone,Active
ENR0000868,CUS000447,PRD0013,2023-06-19,4115.21,Annual,987.65,ADV0038,Mobile App,Active
ENR0000869,CUS000447,PRD0003,2023-06-19,16057.97,Bi-annual,1926.96,ADV0009,Phone,Active
ENR0000870,CUS000448,PRD0004,2024-08-29,3608.45,Bi-annual,346.41,ADV0049,Phone,Active
ENR0000871,CUS000449,PRD0009,2022-10-13,12787.57,Quarterly,2148.31,ADV0014,Web,Active
ENR0000872,CUS000449,PRD0002,2022-10-13,77062.97,One-time,0,ADV0021,Mobile App,Active
ENR0000873,CUS000449,PRD0013,2022-10-13,18752.35,Monthly,1050.13,ADV0035,In-person,Active
ENR0000874,CUS000449,PRD0011,2022-10-13,8902.7,Annual,5982.61,ADV0035,In-person,Active
ENR0000875,CUS000450,PRD0004,2020-08-14,5515.25,One-time,0,ADV0039,Phone,Active
ENR0000876,CUS000450,PRD0009,2020-08-14,7477.45,Annual,4307.01,ADV0045,In-person,Active
ENR0000877,CUS000451,PRD0011,2020-07-26,14921.34,Bi-annual,5729.79,ADV0020,In-person,Active
ENR0000878,CUS000451,PRD0002,2020-07-26,70982.27,Bi-annual,27257.19,ADV0033,Web,Active
ENR0000879,CUS000452,PRD0004,2024-07-23,3737.44,One-time,0,ADV0028,Web,Active
ENR0000880,CUS000452,PRD0010,2024-07-23,19973.03,Annual,3355.47,ADV0036,Mobile App,Active
ENR0000881,CUS000453,PRD0001,2024-04-01,19540.71,One-time,0,ADV0048,Web,Active
ENR0000882,CUS000453,PRD0010,2024-04-01,54428.03,One-time,0,ADV0035,Phone,Active
ENR0000883,CUS000453,PRD0002,2024-04-01,67365.22,Annual,45269.43,ADV0021,Web,Active
ENR0000884,CUS000453,PRD0014,2024-04-01,232823.64,Annual,156457.49,ADV0014,Phone,Active
ENR0000885,CUS000453,PRD0011,2024-04-01,12535.44,Monthly,701.98,ADV0014,Phone,Active
ENR0000886,CUS000454,PRD0015,2022-06-15,443863.22,Bi-annual,511330.43,ADV0006,In-person,Active
ENR0000887,CUS000454,PRD0007,2022-06-15,108190.28,Quarterly,62317.6,ADV0006,Phone,Active
ENR0000888,CUS000454,PRD0013,2022-06-15,26490.25,Bi-annual,30516.77,ADV0048,Mobile App,Active
ENR0000889,CUS000454,PRD0001,2022-06-15,34814.1,Bi-annual,40105.84,ADV0048,Phone,Active
ENR0000890,CUS000454,PRD0008,2022-06-15,21340.21,One-time,0,ADV0020,Phone,Active
ENR0000891,CUS000455,PRD0014,2022-03-30,393468.42,Bi-annual,264410.78,ADV0020,Phone,Active
ENR0000892,CUS000455,PRD0005,2022-03-30,351312.9,Quarterly,118041.13,ADV0006,In-person,Active
ENR0000893,CUS000455,PRD0002,2022-03-30,135059.39,Annual,181519.82,ADV0006,Phone,Active
ENR0000894,CUS000455,PRD0012,2022-03-30,52910.39,Monthly,5925.96,ADV0048,In-person,Active
ENR0000895,CUS000455,PRD0013,2022-03-30,35135.41,One-time,0,ADV0048,Web,Active
ENR0000896,CUS000456,PRD0002,2024-06-20,13631.78,One-time,0,ADV0043,In-person,Active
ENR0000897,CUS000457,PRD0012,2023-04-24,6700.82,Bi-annual,804.1,ADV0026,Mobile App,Active
ENR0000898,CUS000458,PRD0014,2023-06-06,58682.25,Bi-annual,5633.5,ADV0040,Phone,Active
ENR0000899,CUS000459,PRD0004,2022-06-21,4565.34,Quarterly,219.14,ADV0036,Mobile App,Active
ENR0000900,CUS000459,PRD0008,2022-06-21,2052.72,Quarterly,98.53,ADV0045,Phone,Active
ENR0000901,CUS000460,PRD0008,2023-10-03,9727.74,Monthly,622.58,ADV0020,Phone,Active
ENR0000902,CUS000460,PRD0011,2023-10-03,14860.25,Annual,11412.67,ADV0021,Phone,Active
ENR0000903,CUS000460,PRD0013,2023-10-03,14123.24,One-time,0,ADV0007,In-person,Active
ENR0000904,CUS000461,PRD0012,2021-05-24,9909.58,Bi-annual,1426.98,ADV0028,Phone,Active
ENR0000905,CUS000461,PRD0013,2021-05-24,3300.39,Bi-annual,475.26,ADV0005,Phone,Active
ENR0000906,CUS000462,PRD0014,2020-11-17,59587.67,Quarterly,2502.68,ADV0035,Phone,Active
ENR0000907,CUS000462,PRD0015,2020-11-17,59430.33,One-time,0,ADV0046,In-person,Active
ENR0000908,CUS000463,PRD0013,2021-11-08,24556.49,Bi-annual,23574.23,ADV0033,Phone,Active
ENR0000909,CUS000463,PRD0014,2021-11-08,351668.74,One-time,0,ADV0012,In-person,Active
ENR0000910,CUS000463,PRD0010,2021-11-08,119770.64,Annual,229959.62,ADV0012,Phone,Active
ENR0000911,CUS000464,PRD0009,2021-04-26,2896.94,Monthly,69.53,ADV0023,Phone,Active
ENR0000912,CUS000465,PRD0011,2022-10-15,5417.65,Bi-annual,1300.24,ADV0037,Web,Active
ENR0000913,CUS000466,PRD0010,2024-06-09,34084.36,Quarterly,4908.15,ADV0026,Mobile App,Active
ENR0000914,CUS000466,PRD0008,2024-06-09,5239.3,Bi-annual,1508.92,ADV0022,Mobile App,Active
ENR0000915,CUS000466,PRD0007,2024-06-09,22884.66,One-time,0,ADV0044,Phone,Active
ENR0000916,CUS000467,PRD0001,2022-07-23,32277.01,One-time,0,ADV0042,Phone,Active
ENR0000917,CUS000467,PRD0012,2022-07-23,49951.98,One-time,0,ADV0048,Phone,Active
ENR0000918,CUS000467,PRD0013,2022-07-23,32988.14,Annual,50669.78,ADV0033,Web,Active
ENR0000919,CUS000467,PRD0006,2022-07-23,43766.46,Annual,67225.28,ADV0020,In-person,Active
ENR0000920,CUS000467,PRD0010,2022-07-23,144393.12,Annual,221787.83,ADV0033,In-person,Active
ENR0000921,CUS000467,PRD0002,2022-07-23,118298.96,Bi-annual,90853.6,ADV0006,In-person,Active
ENR0000922,CUS000467,PRD0011,2022-07-23,30065.03,Annual,46179.89,ADV0012,In-person,Active
ENR0000923,CUS000468,PRD0004,2022-01-14,6756.0,Monthly,216.19,ADV0022,Phone,Active
ENR0000924,CUS000469,PRD0005,2023-07-21,219098.06,Monthly,35055.69,ADV0020,Mobile App,Active
ENR0000925,CUS000469,PRD0001,2023-07-21,27695.07,Monthly,4431.21,ADV0020,Phone,Active
ENR0000926,CUS000469,PRD0010,2023-07-21,156456.94,Quarterly,75099.33,ADV0033,Phone,Active
ENR0000927,CUS000469,PRD0014,2023-07-21,368451.36,Bi-annual,353713.3,ADV0012,Phone,Active
ENR0000928,CUS000469,PRD0009,2023-07-21,25595.49,One-time,0,ADV0048,Phone,Active
ENR0000929,CUS000469,PRD0012,2023-07-21,60293.15,Annual,115762.85,ADV0012,Phone,Active
ENR0000930,CUS000469,PRD0006,2023-07-21,72288.19,Bi-annual,69396.67,ADV0006,Web,Active
ENR0000931,CUS000470,PRD0015,2020-12-02,32991.65,Quarterly,1385.65,ADV0039,Mobile App,Active
ENR0000932,CUS000471,PRD0015,2021-01-19,46439.41,Annual,13374.55,ADV0029,Phone,Active
ENR0000933,CUS000471,PRD0011,2021-01-19,2676.69,Bi-annual,385.44,ADV0010,In-person,Active
ENR0000934,CUS000472,PRD0013,2020-08-08,7021.42,Bi-annual,1348.11,ADV0004,In-person,Active
ENR0000935,CUS000473,PRD0012,2023-04-21,70276.94,Quarterly,40479.52,ADV0006,Mobile App,Active
ENR0000936,CUS000473,PRD0013,2023-04-21,35270.45,Bi-annual,40631.56,ADV0033,In-person,Active
ENR0000937,CUS000473,PRD0010,2023-04-21,110165.36,Annual,253820.98,ADV0012,In-person,Active
ENR0000938,CUS000473,PRD0002,2023-04-21,156125.3,One-time,0,ADV0042,Mobile App,Active
ENR0000939,CUS000473,PRD0009,2023-04-21,28333.48,Monthly,5440.03,ADV0020,Phone,Active
ENR0000940,CUS000473,PRD0015,2023-04-21,467227.17,Bi-annual,538245.69,ADV0020,Phone,Active
ENR0000941,CUS000473,PRD0006,2023-04-21,65637.3,Monthly,12602.36,ADV0020,Mobile App,Active
ENR0000942,CUS000473,PRD0007,2023-04-21,110792.11,Bi-annual,127632.51,ADV0020,Mobile App,Active
ENR0000943,CUS000474,PRD0009,2022-06-05,6034.98,Monthly,289.68,ADV0014,Web,Active
ENR0000944,CUS000474,PRD0015,2022-06-05,113541.36,Bi-annual,32699.91,ADV0005,In-person,Active
ENR0000945,CUS000474,PRD0003,2022-06-05,36202.11,One-time,0,ADV0001,Mobile App,Active
ENR0000946,CUS000475,PRD0015,2020-09-19,50681.69,Bi-annual,4865.44,ADV0001,In-person,Active
ENR0000947,CUS000476,PRD0007,2023-06-01,54871.35,Annual,52676.5,ADV0012,Web,Active
ENR0000948,CUS000476,PRD0014,2023-06-01,194611.65,Bi-annual,93413.59,ADV0035,In-person,Active
ENR0000949,CUS000476,PRD0004,2023-06-01,12048.76,Bi-annual,5783.41,ADV0035,In-person,Active
ENR0000950,CUS000477,PRD0007,2020-09-30,18426.34,Quarterly,1105.58,ADV0050,Phone,Active
ENR0000951,CUS000477,PRD0005,2020-09-30,40663.43,Annual,9759.22,ADV0003,In-person,Active
ENR0000952,CUS000478,PRD0011,2023-02-07,6758.0,Monthly,324.38,ADV0041,Web,Active
ENR0000953,CUS000479,PRD0002,2020-09-28,195531.72,Annual,300336.72,ADV0006,In-person,Active
ENR0000954,CUS000479,PRD0003,2020-09-28,222660.97,Bi-annual,171003.63,ADV0012,In-person,Active
ENR0000955,CUS000479,PRD0009,2020-09-28,29166.04,Quarterly,11199.76,ADV0012,In-person,Active
ENR0000956,CUS000479,PRD0006,2020-09-28,48031.53,One-time,0,ADV0012,Phone,Active
ENR0000957,CUS000479,PRD0014,2020-09-28,266737.59,Monthly,34142.41,ADV0042,Phone,Active
ENR0000958,CUS000479,PRD0005,2020-09-28,248350.37,One-time,0,ADV0006,Phone,Active
ENR0000959,CUS000480,PRD0010,2024-04-07,10410.52,One-time,0,ADV0050,Phone,Active
ENR0000960,CUS000480,PRD0013,2024-04-07,4312.28,Monthly,69.0,ADV0037,Web,Active
ENR0000961,CUS000481,PRD0014,2022-05-15,115310.39,Bi-annual,22139.59,ADV0030,Phone,Active
ENR0000962,CUS000481,PRD0005,2022-05-15,69565.59,Quarterly,6678.3,ADV0019,Phone,Active
ENR0000963,CUS000482,PRD0011,2021-02-13,2388.68,Annual,687.94,ADV0002,Phone,Active
ENR0000964,CUS000483,PRD0010,2021-08-27,15285.57,One-time,0,ADV0011,Mobile App,Active
ENR0000965,CUS000484,PRD0002,2023-02-23,21059.54,Annual,6065.15,ADV0034,Phone,Active
ENR0000966,CUS000485,PRD0015,2024-06-02,331491.21,One-time,0,ADV0012,Phone,Active
ENR0000967,CUS000485,PRD0006,2024-06-02,74280.12,Monthly,11884.82,ADV0020,Phone,Active
ENR0000968,CUS000485,PRD0014,2024-06-02,395727.03,Annual,759795.9,ADV0020,In-person,Active
ENR0000969,CUS000485,PRD0001,2024-06-02,33712.2,Annual,64727.42,ADV0042,Phone,Active
ENR0000970,CUS000485,PRD0003,2024-06-02,201945.74,One-time,0,ADV0006,Mobile App,Active
ENR0000971,CUS000485,PRD0002,2024-06-02,147912.91,Quarterly,70998.2,ADV0042,In-person,Active
ENR0000972,CUS000485,PRD0004,2024-06-02,24476.8,Bi-annual,23497.72,ADV0033,In-person,Active
ENR0000973,CUS000485,PRD0012,2024-06-02,79965.62,Quarterly,38383.5,ADV0006,In-person,Active
ENR0000974,CUS000486,PRD0003,2024-05-18,102641.15,One-time,0,ADV0042,Phone,Active
ENR0000975,CUS000486,PRD0001,2024-05-18,18401.35,Bi-annual,8832.65,ADV0042,In-person,Active
ENR0000976,CUS000486,PRD0008,2024-05-18,15068.97,Annual,14466.22,ADV0021,Mobile App,Active
ENR0000977,CUS000486,PRD0007,2024-05-18,58540.69,Bi-annual,28099.53,ADV0033,Phone,Active
ENR0000978,CUS000487,PRD0004,2021-01-31,3042.4,Quarterly,146.04,ADV0037,In-person,Active
ENR0000979,CUS000488,PRD0009,2022-05-27,3527.95,Annual,846.71,ADV0024,Phone,Active
ENR0000980,CUS000488,PRD0014,2022-05-27,41784.89,Annual,10028.37,ADV0007,In-person,Active
ENR0000981,CUS000489,PRD0015,2023-12-24,169454.14,Quarterly,48802.79,ADV0042,Web,Active
ENR0000982,CUS000489,PRD0014,2023-12-24,199158.18,One-time,0,ADV0035,Mobile App,Active
ENR0000983,CUS000489,PRD0013,2023-12-24,10238.35,Quarterly,2948.65,ADV0035,Phone,Active
ENR0000984,CUS000489,PRD0010,2023-12-24,50932.8,One-time,0,ADV0006,Phone,Active
ENR0000985,CUS000490,PRD0007,2023-03-18,13164.91,Quarterly,947.87,ADV0048,Mobile App,Active
ENR0000986,CUS000491,PRD0010,2024-05-29,16123.25,Monthly,386.96,ADV0044,Web,Active
ENR0000987,CUS000491,PRD0013,2024-05-29,2714.38,Monthly,65.15,ADV0004,Web,Active
ENR0000988,CUS000492,PRD0015,2021-03-12,72180.42,Quarterly,8661.65,ADV0014,Phone,Active
ENR0000989,CUS000492,PRD0006,2021-03-12,13629.4,Bi-annual,3271.06,ADV0038,In-person,Active
ENR0000990,CUS000493,PRD0006,2024-08-13,11752.18,Bi-annual,2256.42,ADV0007,Phone,Active
ENR0000991,CUS000493,PRD0012,2024-08-13,19008.17,Quarterly,1824.78,ADV0011,In-person,Active
ENR0000992,CUS000494,PRD0009,2023-06-10,11756.54,Bi-annual,4514.51,ADV0042,Phone,Active
ENR0000993,CUS000494,PRD0015,2023-06-10,229102.18,Monthly,14662.54,ADV0012,Mobile App,Active
ENR0000994,CUS000494,PRD0011,2023-06-10,11782.5,Annual,9048.96,ADV0006,In-person,Active
ENR0000995,CUS000495,PRD0010,2023-01-11,23636.67,Monthly,945.47,ADV0032,In-person,Active
ENR0000996,CUS000495,PRD0015,2023-01-11,113136.23,Monthly,4525.45,ADV0024,Web,Active
ENR0000997,CUS000496,PRD0011,2021-08-30,15943.17,Quarterly,3826.36,ADV0014,Web,Active
ENR0000998,CUS000496,PRD0007,2021-08-30,54188.47,Annual,52020.94,ADV0012,In-person,Active
ENR0000999,CUS000496,PRD0003,2021-08-30,119502.11,Bi-annual,57361.01,ADV0020,Mobile App,Active
ENR0001000,CUS000496,PRD0002,2021-08-30,99101.82,Monthly,7928.15,ADV0021,Web,Active
ENR0001001,CUS000497,PRD0011,2024-05-02,2477.61,Bi-annual,237.85,ADV0017,In-person,Active
ENR0001002,CUS000498,PRD0001,2022-05-18,8749.99,Annual,3360.0,ADV0043,Web,Active
ENR0001003,CUS000498,PRD0005,2022-05-18,56532.49,One-time,0,ADV0001,Phone,Active
ENR0001004,CUS000499,PRD0007,2020-11-10,19045.35,Annual,3656.71,ADV0025,Mobile App,Active
ENR0001005,CUS000499,PRD0004,2020-11-10,4242.14,Bi-annual,407.25,ADV0024,In-person,Active
ENR0001006,CUS000500,PRD0012,2021-05-30,5661.7,Bi-annual,475.58,ADV0047,Web,Active
ENR0001007,CUS000500,PRD0006,2021-05-30,7444.15,Bi-annual,625.31,ADV0006,Phone,Active
ENR0001008,CUS000501,PRD0014,2022-06-05,56874.57,Monthly,909.99,ADV0009,Phone,Active
ENR0001009,CUS000501,PRD0009,2022-06-05,2485.92,Quarterly,119.32,ADV0024,Web,Active
ENR0001010,CUS000502,PRD0014,2023-04-14,32262.35,Monthly,774.3,ADV0048,Phone,Active
ENR0001011,CUS000503,PRD0010,2021-09-09,32522.53,Annual,18732.98,ADV0041,Phone,Active
ENR0001012,CUS000504,PRD0001,2022-12-28,4260.37,Quarterly,255.62,ADV0048,Phone,Active
ENR0001013,CUS000505,PRD0012,2024-06-16,20076.82,Quarterly,5782.12,ADV0042,Web,Active
ENR0001014,CUS000505,PRD0002,2024-06-16,69345.05,One-time,0,ADV0042,Phone,Active
ENR0001015,CUS000506,PRD0010,2020-01-11,11860.65,Bi-annual,996.29,ADV0047,Phone,Active
ENR0001016,CUS000506,PRD0012,2020-01-11,7212.58,One-time,0,ADV0001,Web,Active
ENR0001017,CUS000507,PRD0003,2024-01-26,23631.51,Quarterly,1701.47,ADV0045,Web,Active
ENR0001018,CUS000507,PRD0009,2024-01-26,2376.4,Bi-annual,342.2,ADV0049,Phone,Active
ENR0001019,CUS000508,PRD0011,2021-06-01,3184.62,One-time,0,ADV0027,In-person,Active
ENR0001020,CUS000508,PRD0014,2021-06-01,36547.75,Bi-annual,4385.73,ADV0023,Phone,Active
ENR0001021,CUS000509,PRD0005,2020-05-29,29031.6,Monthly,696.76,ADV0005,Phone,Active
ENR0001022,CUS000509,PRD0013,2020-05-29,4049.61,Annual,1166.29,ADV0006,In-person,Active
ENR0001023,CUS000510,PRD0012,2022-01-01,8372.51,Bi-annual,803.76,ADV0038,In-person,Active
ENR0001024,CUS000511,PRD0010,2021-10-12,12624.37,Bi-annual,1211.94,ADV0029,In-person,Active
ENR0001025,CUS000512,PRD0008,2022-01-16,7053.65,Bi-annual,1692.88,ADV0035,Phone,Active
ENR0001026,CUS000512,PRD0005,2022-01-16,61405.58,Quarterly,7368.67,ADV0003,In-person,Active
ENR0001027,CUS000513,PRD0015,2023-12-29,79462.07,Annual,30513.43,ADV0030,In-person,Active
ENR0001028,CUS000513,PRD0008,2023-12-29,5808.71,Quarterly,557.64,ADV0048,In-person,Active
ENR0001029,CUS000514,PRD0014,2022-08-05,34182.96,Bi-annual,3281.56,ADV0025,Phone,Active
ENR0001030,CUS000515,PRD0006,2020-06-16,14343.81,Quarterly,2065.51,ADV0010,Phone,Active
ENR0001031,CUS000515,PRD0001,2020-06-16,6084.97,Monthly,292.08,ADV0026,In-person,Active
ENR0001032,CUS000516,PRD0004,2020-02-08,7486.61,Quarterly,1078.07,ADV0020,In-person,Active
ENR0001033,CUS000516,PRD0001,2020-02-08,6138.7,Annual,3535.89,ADV0039,In-person,Active
ENR0001034,CUS000517,PRD0014,2023-02-03,44620.26,Monthly,713.92,ADV0023,Phone,Active
ENR0001035,CUS000517,PRD0003,2023-02-03,29294.25,Annual,5624.5,ADV0039,Phone,Active
ENR0001036,CUS000518,PRD0013,2021-04-02,19568.57,Quarterly,5635.75,ADV0033,In-person,Active
ENR0001037,CUS000518,PRD0004,2021-04-02,16116.27,One-time,0,ADV0006,In-person,Active
ENR0001038,CUS000518,PRD0007,2021-04-02,68990.27,Quarterly,19869.2,ADV0033,In-person,Active
ENR0001039,CUS000518,PRD0008,2021-04-02,8505.0,Annual,9797.76,ADV0033,Phone,Active
