interaction_id,customer_id,date,channel,reason_code,duration_minutes,satisfaction_score,resolution_status,agent_id
INT003636,CUS000805,2024-02-29,Phone,Statement Request,7,3.5,Partially Resolved,AGT0095
INT003637,CUS000283,2022-07-04,Phone,Technical Support,26,2.1,Partially Resolved,AGT0061
INT003638,CUS000505,2024-07-15,Phone,Technical Support,19,3.4,Partially Resolved,AGT0034
INT003639,CUS000728,2024-08-21,Chat,Account Inquiry,4,3.9,Partially Resolved,AGT0069
INT003640,CUS000493,2024-09-05,In-person,Fee Inquiry,23,3.7,Partially Resolved,AGT0001
INT003641,CUS000676,2023-08-03,Phone,Technical Support,10,3.8,Partially Resolved,AGT0007
INT003642,CUS000347,2024-08-24,In-person,Market Information,22,3.9,Resolved,AGT0027
INT003643,CUS000056,2022-08-23,In-person,Investment Advice,5,4.3,Resolved,AGT0083
INT003644,CUS000988,2023-11-10,Chat,Statement Request,6,4.8,Resolved,AGT0053
INT003645,CUS000556,2024-09-05,Web,Statement Request,5,3.4,Resolved,AGT0042
INT003646,CUS000260,2023-12-04,Web,Market Information,2,4.2,Resolved,AGT0010
INT003647,CUS000163,2023-04-30,Phone,Technical Support,16,2.9,Partially Resolved,AGT0052
INT003648,CUS000604,2022-11-22,Phone,Transaction Issue,15,3.4,Partially Resolved,AGT0057
INT003649,CUS000119,2024-06-17,Phone,Investment Advice,6,4.0,Resolved,AGT0100
INT003650,CUS000987,2022-03-19,In-person,Fee Inquiry,9,4.3,Resolved,AGT0007
INT003651,CUS000913,2024-01-13,Phone,Investment Advice,26,3.1,Resolved,AGT0010
INT003652,CUS000959,2022-03-16,Phone,Fee Inquiry,30,4.4,Resolved,AGT0040
INT003653,CUS000627,2024-08-06,Mobile App,Statement Request,4,3.5,Resolved,AGT0007
INT003654,CUS000566,2024-04-07,Mobile App,Transaction Issue,12,2.0,Partially Resolved,AGT0015
INT003655,CUS000409,2024-07-11,Phone,Transaction Issue,33,1.5,Partially Resolved,AGT0055
INT003656,CUS000312,2024-05-27,Email,Fee Inquiry,5,4.4,Resolved,AGT0055
INT003657,CUS000992,2023-06-19,Chat,Market Information,15,3.2,Partially Resolved,AGT0071
INT003658,CUS000077,2023-10-11,Web,Investment Advice,7,3.8,Partially Resolved,AGT0040
INT003659,CUS000720,2023-05-03,In-person,Fee Inquiry,25,3.4,Resolved,AGT0091
INT003660,CUS000161,2024-08-06,In-person,Statement Request,13,4.3,Resolved,AGT0001
INT003661,CUS000669,2024-07-10,Phone,Market Information,9,4.1,Resolved,AGT0060
INT003662,CUS000176,2022-08-27,Phone,Statement Request,29,4.6,Resolved,AGT0011
INT003663,CUS000732,2024-05-20,Web,Statement Request,6,3.9,Resolved,AGT0043
INT003664,CUS000292,2024-07-17,Web,Complaint,9,3.5,Resolved,AGT0022
INT003665,CUS000919,2021-05-03,In-person,Account Inquiry,18,3.7,Partially Resolved,AGT0004
INT003666,CUS000807,2024-08-22,Phone,Technical Support,9,3.1,Resolved,AGT0019
INT003667,CUS000205,2023-04-16,Email,Fee Inquiry,3,3.9,Resolved,AGT0080
INT003668,CUS000539,2024-08-25,Phone,Statement Request,17,3.6,Resolved,AGT0085
INT003669,CUS000171,2022-12-13,Phone,Market Information,20,4.2,Resolved,AGT0081
INT003670,CUS000290,2023-02-23,In-person,Password Reset,5,4.4,Resolved,AGT0077
INT003671,CUS000123,2024-02-06,Web,Market Information,13,4.0,Resolved,AGT0058
INT003672,CUS000457,2023-09-04,Phone,Fee Inquiry,15,4.3,Resolved,AGT0041
INT003673,CUS000784,2024-01-05,Mobile App,Market Information,8,4.2,Resolved,AGT0038
INT003674,CUS000212,2023-05-28,Chat,Complaint,12,3.0,Partially Resolved,AGT0022
INT003675,CUS000029,2022-12-24,Phone,Password Reset,30,2.9,Partially Resolved,AGT0026
INT003676,CUS000439,2024-09-08,Web,Password Reset,6,5,Resolved,AGT0021
INT003677,CUS000957,2024-06-08,Chat,Technical Support,8,3.0,Unresolved,AGT0069
INT003678,CUS000453,2024-04-01,Mobile App,Statement Request,6,4.4,Resolved,AGT0038
INT003679,CUS000360,2022-11-19,In-person,Fee Inquiry,9,4.3,Resolved,AGT0084
INT003680,CUS000311,2024-09-01,Email,Complaint,6,3.6,Partially Resolved,AGT0072
INT003681,CUS000168,2024-01-28,Phone,Market Information,23,2.1,Partially Resolved,AGT0077
INT003682,CUS000649,2023-10-04,Chat,Statement Request,10,4.0,Resolved,AGT0046
INT003683,CUS000698,2024-02-09,Web,Password Reset,11,3.7,Resolved,AGT0015
INT003684,CUS000651,2024-09-20,In-person,Password Reset,12,3.9,Resolved,AGT0055
INT003685,CUS000863,2024-06-20,Chat,Statement Request,13,4.2,Resolved,AGT0078
INT003686,CUS000468,2022-09-16,Phone,Password Reset,8,4.3,Resolved,AGT0037
INT003687,CUS000461,2022-01-29,Phone,Password Reset,15,3.9,Partially Resolved,AGT0058
INT003688,CUS000840,2024-07-29,In-person,Investment Advice,27,3.1,Resolved,AGT0022
INT003689,CUS000670,2024-07-12,Phone,Investment Advice,10,4.3,Resolved,AGT0045
INT003690,CUS000474,2022-11-12,Phone,Technical Support,20,3.4,Resolved,AGT0018
INT003691,CUS000191,2023-02-18,Phone,Market Information,12,4.2,Resolved,AGT0050
INT003692,CUS000115,2024-03-12,Phone,Complaint,10,3.1,Resolved,AGT0012
INT003693,CUS000160,2022-09-17,Mobile App,Market Information,13,4.1,Resolved,AGT0063
INT003694,CUS000942,2021-07-19,Web,Investment Advice,15,3.2,Partially Resolved,AGT0016
INT003695,CUS000936,2024-09-01,In-person,Password Reset,16,3.7,Partially Resolved,AGT0059
INT003696,CUS000511,2024-05-16,In-person,Statement Request,9,3.7,Partially Resolved,AGT0075
INT003697,CUS000788,2023-06-25,Chat,Statement Request,14,3.9,Partially Resolved,AGT0040
INT003698,CUS000180,2024-03-10,Phone,Password Reset,22,3.4,Partially Resolved,AGT0065
INT003699,CUS000200,2024-08-02,Mobile App,Account Inquiry,14,3.7,Partially Resolved,AGT0039
INT003700,CUS000702,2022-06-18,Mobile App,Account Inquiry,8,3.6,Resolved,AGT0079
INT003701,CUS000098,2023-02-25,Web,Investment Advice,11,3.7,Resolved,AGT0071
INT003702,CUS000829,2023-10-09,Email,Account Inquiry,13,3.6,Partially Resolved,AGT0052
INT003703,CUS000688,2024-08-31,Chat,Technical Support,2,4.2,Resolved,AGT0086
INT003704,CUS000643,2024-03-31,Phone,Complaint,31,3.1,Resolved,AGT0013
INT003705,CUS000172,2024-02-13,Mobile App,Complaint,22,2.1,Unresolved,AGT0068
INT003706,CUS000516,2022-09-27,In-person,Technical Support,5,3.3,Resolved,AGT0023
INT003707,CUS000047,2024-04-25,Mobile App,Account Inquiry,2,4.2,Resolved,AGT0039
INT003708,CUS000406,2023-02-24,In-person,Transaction Issue,15,3.2,Partially Resolved,AGT0013
INT003709,CUS000149,2022-12-06,Chat,Technical Support,15,1.3,Partially Resolved,AGT0036
INT003710,CUS000039,2024-08-31,Email,Transaction Issue,21,3.1,Resolved,AGT0030
INT003711,CUS000610,2023-07-14,In-person,Password Reset,17,3.8,Resolved,AGT0036
INT003712,CUS000642,2024-01-15,Phone,Fee Inquiry,22,3.9,Partially Resolved,AGT0010
INT003713,CUS000879,2023-06-27,Web,Market Information,13,4.2,Resolved,AGT0002
INT003714,CUS000901,2024-06-15,In-person,Market Information,8,3.0,Partially Resolved,AGT0049
INT003715,CUS000478,2023-08-25,Chat,Password Reset,11,4.2,Resolved,AGT0096
INT003716,CUS000171,2021-12-28,Phone,Statement Request,9,4.0,Resolved,AGT0085
INT003717,CUS000335,2023-11-06,Chat,Complaint,19,3.8,Partially Resolved,AGT0001
INT003718,CUS000554,2021-05-21,Phone,Statement Request,28,3.4,Resolved,AGT0035
INT003719,CUS000833,2024-08-28,Email,Market Information,2,3.7,Resolved,AGT0015
INT003720,CUS000463,2024-04-21,Phone,Statement Request,9,3.9,Resolved,AGT0077
INT003721,CUS000509,2020-06-09,In-person,Password Reset,5,3.7,Resolved,AGT0015
INT003722,CUS000102,2021-06-23,In-person,Fee Inquiry,26,3.6,Partially Resolved,AGT0062
INT003723,CUS000099,2022-01-27,Chat,Password Reset,8,4.1,Resolved,AGT0039
INT003724,CUS000523,2024-01-31,Email,Market Information,6,4.2,Resolved,AGT0063
INT003725,CUS000995,2024-02-01,In-person,Market Information,17,2.8,Unresolved,AGT0042
INT003726,CUS000113,2024-06-15,In-person,Technical Support,19,3.0,Resolved,AGT0019
INT003727,CUS000452,2024-08-24,Mobile App,Complaint,15,3.7,Partially Resolved,AGT0090
INT003728,CUS000795,2024-04-04,Mobile App,Technical Support,10,2.7,Partially Resolved,AGT0084
INT003729,CUS000718,2020-12-30,In-person,Technical Support,8,2.6,Unresolved,AGT0064
INT003730,CUS000125,2022-10-21,Phone,Market Information,30,3.5,Resolved,AGT0058
INT003731,CUS000685,2024-01-25,Email,Account Inquiry,6,4.5,Resolved,AGT0011
INT003732,CUS000514,2024-03-05,In-person,Account Inquiry,5,2.7,Unresolved,AGT0007
INT003733,CUS000992,2024-07-31,Chat,Transaction Issue,3,3.1,Partially Resolved,AGT0098
INT003734,CUS000573,2022-12-12,Mobile App,Statement Request,14,3.6,Partially Resolved,AGT0052
INT003735,CUS000187,2024-06-02,In-person,Fee Inquiry,29,3.1,Partially Resolved,AGT0047
INT003736,CUS000860,2021-09-01,Email,Fee Inquiry,14,4.2,Resolved,AGT0047
INT003737,CUS000383,2023-03-31,Mobile App,Transaction Issue,22,2.6,Partially Resolved,AGT0083
INT003738,CUS000443,2024-07-08,Phone,Password Reset,29,3.2,Resolved,AGT0047
INT003739,CUS000479,2022-04-27,Phone,Password Reset,7,4.0,Resolved,AGT0029
INT003740,CUS000444,2022-12-31,Phone,Technical Support,5,2.8,Partially Resolved,AGT0068
INT003741,CUS000598,2023-03-20,In-person,Complaint,36,2.5,Unresolved,AGT0098
INT003742,CUS000240,2024-07-11,Email,Investment Advice,11,3.8,Partially Resolved,AGT0083
INT003743,CUS000266,2023-09-28,In-person,Complaint,13,2.3,Partially Resolved,AGT0019
INT003744,CUS000170,2024-01-21,In-person,Investment Advice,19,3.6,Partially Resolved,AGT0059
INT003745,CUS000210,2024-06-13,Mobile App,Account Inquiry,7,4.0,Resolved,AGT0064
INT003746,CUS000622,2022-09-14,In-person,Complaint,21,2.9,Partially Resolved,AGT0079
INT003747,CUS000904,2024-01-05,In-person,Market Information,6,3.6,Resolved,AGT0016
INT003748,CUS000019,2022-12-01,Email,Market Information,14,3.4,Resolved,AGT0026
INT003749,CUS000795,2023-08-01,Email,Fee Inquiry,3,4.2,Resolved,AGT0030
INT003750,CUS000864,2024-03-14,Email,Fee Inquiry,13,4.2,Resolved,AGT0045
INT003751,CUS000378,2023-08-31,In-person,Complaint,19,2.6,Unresolved,AGT0012
INT003752,CUS000550,2024-03-10,Web,Transaction Issue,6,2.1,Unresolved,AGT0001
INT003753,CUS000539,2024-06-18,Chat,Fee Inquiry,6,4.3,Resolved,AGT0034
INT003754,CUS000619,2023-03-28,Phone,Password Reset,23,3.7,Resolved,AGT0089
INT003755,CUS000565,2023-09-02,In-person,Statement Request,9,4.7,Resolved,AGT0089
INT003756,CUS000670,2024-02-18,Phone,Transaction Issue,18,3.5,Resolved,AGT0066
INT003757,CUS000762,2024-08-09,In-person,Statement Request,26,3.5,Resolved,AGT0010
INT003758,CUS000805,2024-09-28,Phone,Technical Support,9,2.9,Unresolved,AGT0021
INT003759,CUS000748,2022-03-08,In-person,Market Information,11,3.4,Partially Resolved,AGT0061
INT003760,CUS000594,2024-04-18,Phone,Complaint,39,2.3,Partially Resolved,AGT0070
INT003761,CUS000184,2024-05-28,Phone,Password Reset,17,3.9,Partially Resolved,AGT0047
INT003762,CUS000592,2022-07-15,In-person,Statement Request,20,3.2,Partially Resolved,AGT0071
INT003763,CUS000882,2024-08-22,In-person,Fee Inquiry,30,3.1,Partially Resolved,AGT0074
INT003764,CUS000371,2021-02-27,Phone,Market Information,8,3.5,Resolved,AGT0058
INT003765,CUS000745,2024-02-19,In-person,Statement Request,19,3.5,Partially Resolved,AGT0077
INT003766,CUS000178,2022-08-04,In-person,Market Information,22,2.4,Unresolved,AGT0056
INT003767,CUS000035,2024-04-23,Chat,Transaction Issue,16,3.3,Partially Resolved,AGT0025
INT003768,CUS000717,2024-02-09,Mobile App,Fee Inquiry,10,4.9,Resolved,AGT0031
INT003769,CUS000973,2022-10-15,Web,Technical Support,12,2.8,Unresolved,AGT0081
INT003770,CUS000423,2021-12-30,Web,Market Information,14,3.8,Resolved,AGT0022
INT003771,CUS000631,2024-09-01,Chat,Investment Advice,3,3.8,Partially Resolved,AGT0032
INT003772,CUS000522,2024-08-13,Phone,Fee Inquiry,17,5,Resolved,AGT0052
INT003773,CUS000413,2022-09-09,Phone,Technical Support,8,4.1,Resolved,AGT0009
INT003774,CUS000460,2024-08-10,Phone,Complaint,34,2.1,Partially Resolved,AGT0012
INT003775,CUS000592,2020-10-09,In-person,Technical Support,28,2.6,Unresolved,AGT0088
INT003776,CUS000115,2021-12-24,Web,Fee Inquiry,13,4.3,Resolved,AGT0099
INT003777,CUS000307,2024-09-28,In-person,Transaction Issue,12,2.2,Partially Resolved,AGT0014
INT003778,CUS000564,2023-04-15,In-person,Technical Support,29,3.3,Partially Resolved,AGT0001
INT003779,CUS000273,2024-08-19,Phone,Market Information,7,3.6,Resolved,AGT0061
INT003780,CUS000255,2023-10-05,In-person,Technical Support,24,1.8,Partially Resolved,AGT0016
INT003781,CUS000275,2022-12-23,In-person,Password Reset,26,4.6,Resolved,AGT0100
INT003782,CUS000601,2024-05-31,In-person,Account Inquiry,13,3.9,Resolved,AGT0095
INT003783,CUS000926,2023-05-19,Phone,Account Inquiry,6,4.1,Resolved,AGT0014
INT003784,CUS000229,2023-09-09,Web,Account Inquiry,12,2.7,Partially Resolved,AGT0083
INT003785,CUS000023,2024-07-17,Mobile App,Account Inquiry,10,3.2,Resolved,AGT0098
INT003786,CUS000091,2021-07-23,Phone,Technical Support,21,3.4,Resolved,AGT0052
INT003787,CUS000111,2022-05-24,Mobile App,Password Reset,9,3.8,Partially Resolved,AGT0070
INT003788,CUS000559,2021-10-01,Web,Account Inquiry,5,5,Resolved,AGT0024
INT003789,CUS000654,2021-06-09,Chat,Transaction Issue,15,3.7,Resolved,AGT0003
INT003790,CUS000021,2024-04-14,Email,Fee Inquiry,8,3.9,Partially Resolved,AGT0079
INT003791,CUS000069,2024-07-14,Phone,Transaction Issue,15,3.1,Partially Resolved,AGT0014
INT003792,CUS000551,2024-05-18,Phone,Investment Advice,14,4.2,Resolved,AGT0007
INT003793,CUS000648,2023-11-19,Phone,Fee Inquiry,12,4.5,Resolved,AGT0015
INT003794,CUS000738,2023-11-23,Phone,Fee Inquiry,28,4.5,Resolved,AGT0029
INT003795,CUS000319,2023-07-01,Phone,Transaction Issue,43,2.6,Unresolved,AGT0017
INT003796,CUS000627,2023-12-05,Chat,Complaint,10,3.4,Resolved,AGT0026
INT003797,CUS000662,2023-09-06,In-person,Transaction Issue,37,2.7,Partially Resolved,AGT0088
INT003798,CUS000018,2024-01-19,Email,Investment Advice,8,3.9,Resolved,AGT0064
INT003799,CUS000018,2023-10-14,Web,Password Reset,4,4.3,Resolved,AGT0063
INT003800,CUS000055,2022-09-20,Email,Account Inquiry,12,4.5,Resolved,AGT0061
INT003801,CUS000246,2023-12-25,Mobile App,Market Information,7,5,Resolved,AGT0024
INT003802,CUS000665,2024-09-27,Chat,Technical Support,10,3.4,Partially Resolved,AGT0030
INT003803,CUS000197,2023-05-15,Email,Complaint,21,2.1,Unresolved,AGT0027
INT003804,CUS000379,2023-06-18,Phone,Account Inquiry,5,3.6,Partially Resolved,AGT0002
INT003805,CUS000416,2024-08-22,Mobile App,Technical Support,2,3.1,Resolved,AGT0049
INT003806,CUS000482,2024-05-25,Mobile App,Password Reset,14,4.2,Resolved,AGT0020
INT003807,CUS000908,2022-08-03,Email,Transaction Issue,4,4.2,Resolved,AGT0100
INT003808,CUS000823,2022-02-04,In-person,Technical Support,17,3.5,Resolved,AGT0069
INT003809,CUS000114,2023-04-09,Email,Complaint,10,2.9,Partially Resolved,AGT0052
INT003810,CUS000268,2024-03-03,Phone,Market Information,28,3.7,Partially Resolved,AGT0084
INT003811,CUS000503,2023-05-31,In-person,Complaint,24,2.4,Unresolved,AGT0040
INT003812,CUS000362,2024-07-28,Web,Password Reset,14,4.6,Resolved,AGT0084
INT003813,CUS000121,2024-09-11,Mobile App,Market Information,11,3.6,Resolved,AGT0073
INT003814,CUS000292,2020-09-10,Phone,Complaint,45,2.7,Unresolved,AGT0065
INT003815,CUS000679,2023-08-03,Phone,Complaint,43,2.6,Unresolved,AGT0083
INT003816,CUS000999,2024-09-14,Chat,Transaction Issue,13,2.7,Partially Resolved,AGT0049
INT003817,CUS000077,2023-11-11,Mobile App,Complaint,18,2.4,Partially Resolved,AGT0022
INT003818,CUS000531,2024-04-26,Chat,Technical Support,9,3.0,Unresolved,AGT0002
INT003819,CUS000699,2024-09-15,Mobile App,Account Inquiry,13,4.6,Resolved,AGT0086
INT003820,CUS000635,2022-11-17,Email,Statement Request,10,4.7,Resolved,AGT0070
INT003821,CUS000004,2024-09-10,In-person,Market Information,15,4.1,Resolved,AGT0022
INT003822,CUS000940,2024-02-01,Web,Account Inquiry,9,4.1,Resolved,AGT0073
INT003823,CUS000108,2024-05-19,Phone,Statement Request,16,3.1,Resolved,AGT0076
INT003824,CUS000451,2021-06-15,Mobile App,Password Reset,10,4.0,Resolved,AGT0049
INT003825,CUS000505,2024-08-11,Phone,Market Information,17,3.9,Partially Resolved,AGT0004
INT003826,CUS000334,2023-05-23,Email,Account Inquiry,10,3.0,Unresolved,AGT0100
INT003827,CUS000087,2022-05-18,In-person,Password Reset,8,3.9,Resolved,AGT0086
INT003828,CUS000730,2023-10-18,In-person,Account Inquiry,19,3.8,Resolved,AGT0040
INT003829,CUS000187,2024-02-18,In-person,Technical Support,24,1.9,Unresolved,AGT0022
INT003830,CUS000096,2022-05-14,Email,Statement Request,7,4.3,Resolved,AGT0007
INT003831,CUS000830,2024-06-17,Mobile App,Transaction Issue,6,3.2,Resolved,AGT0031
INT003832,CUS000856,2023-12-16,Email,Transaction Issue,12,3.2,Resolved,AGT0049
INT003833,CUS000974,2023-08-11,Mobile App,Investment Advice,13,4.0,Resolved,AGT0084
INT003834,CUS000621,2023-05-31,Web,Market Information,2,3.8,Resolved,AGT0082
INT003835,CUS000333,2024-05-24,Email,Fee Inquiry,7,4.0,Partially Resolved,AGT0062
INT003836,CUS000575,2022-07-01,Email,Market Information,7,4.2,Resolved,AGT0073
INT003837,CUS000147,2023-01-29,In-person,Password Reset,26,3.0,Partially Resolved,AGT0087
INT003838,CUS000740,2024-09-05,Email,Transaction Issue,16,2.5,Partially Resolved,AGT0064
INT003839,CUS000939,2024-02-28,In-person,Investment Advice,30,4.0,Resolved,AGT0083
INT003840,CUS000646,2023-08-22,Web,Fee Inquiry,3,4.0,Resolved,AGT0075
INT003841,CUS000171,2024-06-29,In-person,Technical Support,17,2.2,Unresolved,AGT0058
INT003842,CUS000242,2024-03-28,Phone,Password Reset,11,2.9,Unresolved,AGT0079
INT003843,CUS000934,2024-08-13,In-person,Statement Request,26,2.5,Unresolved,AGT0047
INT003844,CUS000605,2021-01-12,Phone,Investment Advice,12,3.7,Partially Resolved,AGT0087
INT003845,CUS000946,2024-09-19,In-person,Statement Request,30,3.2,Partially Resolved,AGT0047
INT003846,CUS000800,2021-03-13,In-person,Market Information,5,4.1,Resolved,AGT0084
INT003847,CUS000259,2023-06-13,Email,Password Reset,14,4.7,Resolved,AGT0005
INT003848,CUS000871,2024-03-27,In-person,Statement Request,6,4.4,Resolved,AGT0059
INT003849,CUS000388,2024-03-06,Phone,Fee Inquiry,23,3.5,Partially Resolved,AGT0065
INT003850,CUS000172,2024-03-11,Mobile App,Complaint,9,3.4,Partially Resolved,AGT0043
INT003851,CUS000270,2024-01-03,Email,Investment Advice,12,3.8,Resolved,AGT0076
INT003852,CUS000910,2023-08-01,Phone,Technical Support,25,2.3,Partially Resolved,AGT0068
INT003853,CUS000452,2024-09-05,Phone,Transaction Issue,39,2.4,Partially Resolved,AGT0093
INT003854,CUS000468,2022-02-27,Mobile App,Complaint,10,3.0,Partially Resolved,AGT0060
INT003855,CUS000781,2023-05-29,Chat,Complaint,21,2.2,Partially Resolved,AGT0007
INT003856,CUS000671,2023-11-08,Chat,Technical Support,3,3.2,Resolved,AGT0079
INT003857,CUS000570,2024-08-26,Chat,Complaint,15,3.7,Resolved,AGT0019
INT003858,CUS000484,2023-08-03,Web,Password Reset,8,4.3,Resolved,AGT0059
INT003859,CUS000701,2020-06-25,Phone,Investment Advice,26,3.3,Resolved,AGT0075
INT003860,CUS000874,2024-07-25,Phone,Transaction Issue,40,2.7,Unresolved,AGT0092
INT003861,CUS000162,2024-07-23,Phone,Password Reset,27,4.3,Resolved,AGT0026
INT003862,CUS000071,2024-08-21,Chat,Password Reset,7,3.5,Resolved,AGT0003
INT003863,CUS000916,2021-06-19,Chat,Technical Support,15,2.7,Unresolved,AGT0004
INT003864,CUS000565,2023-09-09,Phone,Fee Inquiry,27,3.2,Resolved,AGT0020
INT003865,CUS000716,2023-08-04,Phone,Statement Request,12,4.7,Resolved,AGT0013
INT003866,CUS000498,2023-12-09,Phone,Complaint,18,3.3,Resolved,AGT0036
INT003867,CUS000500,2023-08-20,In-person,Password Reset,22,3.6,Resolved,AGT0037
INT003868,CUS000576,2024-05-06,Email,Password Reset,14,4.1,Resolved,AGT0038
INT003869,CUS000004,2023-10-08,Chat,Statement Request,11,4.6,Resolved,AGT0019
INT003870,CUS000173,2023-12-12,In-person,Account Inquiry,11,3.4,Resolved,AGT0079
INT003871,CUS000153,2024-03-03,Chat,Complaint,7,2.9,Partially Resolved,AGT0056
INT003872,CUS000612,2024-06-20,Phone,Statement Request,13,3.1,Partially Resolved,AGT0077
INT003873,CUS000081,2024-06-20,Phone,Investment Advice,22,3.2,Partially Resolved,AGT0039
INT003874,CUS000817,2023-07-17,Chat,Fee Inquiry,7,4.4,Resolved,AGT0052
INT003875,CUS000214,2023-06-25,In-person,Statement Request,20,3.4,Resolved,AGT0069
INT003876,CUS000392,2022-08-28,Phone,Password Reset,29,3.5,Partially Resolved,AGT0009
INT003877,CUS000525,2023-08-05,Chat,Market Information,15,3.8,Partially Resolved,AGT0028
INT003878,CUS000275,2022-01-15,In-person,Investment Advice,8,3.7,Partially Resolved,AGT0049
INT003879,CUS000193,2023-05-27,In-person,Password Reset,18,2.9,Partially Resolved,AGT0057
INT003880,CUS000771,2023-06-28,Chat,Password Reset,15,3.3,Partially Resolved,AGT0080
INT003881,CUS000448,2024-09-02,In-person,Technical Support,14,3.2,Resolved,AGT0035
INT003882,CUS000432,2024-02-26,Email,Investment Advice,7,4.7,Resolved,AGT0069
INT003883,CUS000994,2021-03-24,In-person,Password Reset,19,4.1,Resolved,AGT0034
INT003884,CUS000718,2022-02-06,Email,Statement Request,15,4.2,Resolved,AGT0015
INT003885,CUS000975,2024-06-21,Web,Technical Support,5,3.0,Partially Resolved,AGT0082
INT003886,CUS000102,2020-03-06,Phone,Statement Request,30,4.2,Resolved,AGT0002
INT003887,CUS000262,2022-11-27,Mobile App,Account Inquiry,7,3.6,Resolved,AGT0048
INT003888,CUS000278,2024-08-26,In-person,Fee Inquiry,14,3.8,Partially Resolved,AGT0076
INT003889,CUS000802,2023-08-29,Web,Statement Request,14,2.3,Unresolved,AGT0044
INT003890,CUS000850,2023-06-09,Chat,Fee Inquiry,9,3.8,Partially Resolved,AGT0086
INT003891,CUS000817,2023-12-17,In-person,Password Reset,15,3.2,Partially Resolved,AGT0065
INT003892,CUS000082,2021-03-23,In-person,Complaint,37,3.1,Partially Resolved,AGT0080
INT003893,CUS000502,2024-06-02,In-person,Fee Inquiry,27,3.4,Partially Resolved,AGT0017
INT003894,CUS000013,2023-02-16,In-person,Statement Request,14,3.6,Resolved,AGT0065
INT003895,CUS000553,2023-05-01,Web,Complaint,7,2.8,Unresolved,AGT0026
INT003896,CUS000247,2023-08-19,In-person,Complaint,10,3.0,Partially Resolved,AGT0071
INT003897,CUS000255,2023-08-27,Email,Market Information,6,4.3,Resolved,AGT0036
INT003898,CUS000765,2020-08-22,Phone,Account Inquiry,14,4.2,Resolved,AGT0046
INT003899,CUS000947,2022-09-15,Email,Technical Support,14,3.2,Resolved,AGT0047
INT003900,CUS000500,2023-05-26,In-person,Market Information,6,3.6,Resolved,AGT0048
INT003901,CUS000163,2024-05-02,In-person,Complaint,37,2.9,Unresolved,AGT0021
INT003902,CUS000590,2024-09-28,Phone,Complaint,18,3.1,Resolved,AGT0056
INT003903,CUS000826,2023-12-27,Mobile App,Transaction Issue,16,2.6,Unresolved,AGT0061
INT003904,CUS000081,2024-04-22,Phone,Password Reset,23,3.5,Resolved,AGT0088
INT003905,CUS000422,2023-05-13,Email,Password Reset,7,4.1,Resolved,AGT0032
INT003906,CUS000638,2022-12-08,Mobile App,Technical Support,14,3.5,Resolved,AGT0048
INT003907,CUS000797,2023-10-15,In-person,Fee Inquiry,28,2.7,Partially Resolved,AGT0081
INT003908,CUS000039,2024-07-03,In-person,Transaction Issue,19,3.0,Unresolved,AGT0013
INT003909,CUS000280,2023-03-04,Phone,Market Information,28,2.8,Partially Resolved,AGT0043
INT003910,CUS000354,2024-06-22,Mobile App,Fee Inquiry,7,4.0,Resolved,AGT0004
INT003911,CUS000557,2024-02-25,In-person,Fee Inquiry,26,4.0,Partially Resolved,AGT0061
INT003912,CUS000460,2024-03-22,Email,Statement Request,5,3.7,Resolved,AGT0064
INT003913,CUS000990,2024-06-06,Phone,Transaction Issue,24,2.0,Unresolved,AGT0079
INT003914,CUS000445,2023-12-19,Phone,Statement Request,10,4.3,Resolved,AGT0094
INT003915,CUS000002,2022-12-29,In-person,Transaction Issue,39,2.8,Partially Resolved,AGT0019
INT003916,CUS000350,2024-03-16,Phone,Market Information,17,4.3,Resolved,AGT0003
INT003917,CUS000617,2023-01-07,Phone,Transaction Issue,31,2.4,Partially Resolved,AGT0093
INT003918,CUS000789,2022-06-27,Phone,Market Information,29,3.4,Resolved,AGT0092
INT003919,CUS000952,2024-09-18,Email,Statement Request,4,4.3,Resolved,AGT0034
INT003920,CUS000651,2024-07-30,Phone,Statement Request,19,4.1,Resolved,AGT0066
INT003921,CUS000224,2023-01-17,Mobile App,Statement Request,2,4.3,Resolved,AGT0068
INT003922,CUS000716,2023-08-19,Email,Investment Advice,2,4.4,Resolved,AGT0076
INT003923,CUS000052,2023-02-22,In-person,Account Inquiry,7,4.9,Resolved,AGT0048
INT003924,CUS000938,2023-05-07,Phone,Market Information,26,3.3,Partially Resolved,AGT0089
INT003925,CUS000632,2022-02-05,Phone,Password Reset,13,3.6,Resolved,AGT0068
INT003926,CUS000915,2024-04-03,Chat,Account Inquiry,13,4.1,Resolved,AGT0078
INT003927,CUS000398,2024-04-04,Web,Technical Support,4,3.4,Resolved,AGT0055
INT003928,CUS000276,2023-03-30,In-person,Complaint,15,2.5,Partially Resolved,AGT0063
INT003929,CUS000434,2024-01-26,In-person,Transaction Issue,43,2.5,Unresolved,AGT0001
INT003930,CUS000440,2023-03-12,Mobile App,Account Inquiry,13,4.0,Resolved,AGT0057
INT003931,CUS000051,2024-08-21,Phone,Investment Advice,24,2.8,Unresolved,AGT0078
INT003932,CUS000455,2022-04-02,Email,Investment Advice,9,4.3,Resolved,AGT0056
INT003933,CUS000550,2024-05-09,Email,Account Inquiry,11,4.1,Resolved,AGT0016
INT003934,CUS000355,2024-04-04,In-person,Market Information,13,5,Resolved,AGT0028
