engagement_id,customer_id,date,action_type,device_type,session_duration,pages_viewed,actions_taken
ENG0007975,CUS000937,2023-09-10,Complete Survey,Tablet,5,2,1
ENG0007976,CUS000220,2024-08-15,Contact Support,Mobile Phone,7,3,1
ENG0007977,CUS000445,2024-09-27,Download Statement,Smart TV,4,2,1
ENG0007978,CUS000630,2021-12-05,Use Planning Tool,Desktop,24,12,6
ENG0007979,CUS000570,2023-09-11,Login,Tablet,5,2,1
ENG0007980,CUS000124,2022-08-27,Update Profile,Tablet,1,1,1
ENG0007981,CUS000773,2021-05-02,Complete Survey,Mobile Phone,9,4,2
ENG0007982,CUS000473,2024-03-15,Download Statement,Tablet,1,1,1
ENG0007983,CUS000798,2022-04-19,Download Statement,Mobile Phone,4,2,1
ENG0007984,CUS000614,2023-08-07,View Balance,Tablet,9,4,2
ENG0007985,CUS000744,2023-06-17,Use Planning Tool,Tablet,9,4,2
ENG0007986,CUS000667,2024-09-01,Login,Tablet,1,1,1
ENG0007987,CUS000747,2024-07-28,Login,Desktop,5,2,1
ENG0007988,CUS000061,2023-09-18,Complete Survey,Desktop,7,3,1
ENG0007989,CUS000107,2024-06-08,Modify Investment,Smart TV,2,1,1
ENG0007990,CUS000748,2020-04-06,Update Profile,Smart TV,5,2,1
ENG0007991,CUS000087,2022-10-05,Login,Mobile Phone,4,2,1
ENG0007992,CUS000982,2022-03-14,Login,Tablet,3,1,1
ENG0007993,CUS000923,2024-09-27,Research Product,Smart TV,14,7,3
ENG0007994,CUS000986,2023-12-01,Watch Educational Video,Tablet,13,6,3
ENG0007995,CUS000239,2020-11-06,View Balance,Tablet,6,3,1
ENG0007996,CUS000374,2024-07-28,Modify Investment,Desktop,10,5,2
ENG0007997,CUS000102,2022-06-19,Watch Educational Video,Voice Assistant,8,4,2
ENG0007998,CUS000536,2024-02-03,Research Product,Mobile Phone,20,10,5
ENG0007999,CUS000976,2021-07-29,Contact Support,Desktop,9,4,2
ENG0008000,CUS000836,2024-04-27,Complete Survey,Smart TV,9,4,2
ENG0008001,CUS000909,2024-04-11,Watch Educational Video,Mobile Phone,15,7,3
ENG0008002,CUS000565,2023-08-22,Login,Desktop,2,1,1
ENG0008003,CUS000143,2024-07-01,Login,Desktop,5,2,1
ENG0008004,CUS000515,2024-05-17,Modify Investment,Mobile Phone,9,4,2
ENG0008005,CUS000674,2023-12-14,Update Profile,Mobile Phone,4,2,1
ENG0008006,CUS000144,2024-08-05,Contact Support,Voice Assistant,5,2,1
ENG0008007,CUS000257,2022-03-31,Login,Voice Assistant,3,1,1
ENG0008008,CUS000147,2024-08-30,Complete Survey,Tablet,5,2,1
ENG0008009,CUS000236,2024-09-23,Use Planning Tool,Voice Assistant,26,13,6
ENG0008010,CUS000686,2023-08-01,Watch Educational Video,Tablet,15,7,3
ENG0008011,CUS000373,2023-08-05,Modify Investment,Tablet,3,1,1
ENG0008012,CUS000365,2024-09-23,Research Product,Tablet,14,7,3
ENG0008013,CUS000039,2024-06-04,Update Profile,Mobile Phone,2,1,1
ENG0008014,CUS000634,2024-04-27,Research Product,Mobile Phone,18,9,4
ENG0008015,CUS000328,2023-06-02,Watch Educational Video,Mobile Phone,8,4,2
ENG0008016,CUS000460,2023-10-14,Modify Investment,Desktop,6,3,1
ENG0008017,CUS000938,2024-06-18,Login,Mobile Phone,4,2,1
ENG0008018,CUS000715,2024-02-17,View Balance,Desktop,5,2,1
ENG0008019,CUS000493,2024-09-28,Complete Survey,Tablet,9,4,2
ENG0008020,CUS000640,2024-03-22,Use Planning Tool,Tablet,28,14,7
ENG0008021,CUS000979,2023-12-05,Use Planning Tool,Mobile Phone,12,6,3
ENG0008022,CUS000311,2024-08-19,Modify Investment,Tablet,4,2,1
ENG0008023,CUS000551,2024-05-31,Download Statement,Smart TV,1,1,1
ENG0008024,CUS000953,2021-06-26,Contact Support,Smart TV,6,3,1
ENG0008025,CUS000054,2023-12-30,Login,Desktop,2,1,1
ENG0008026,CUS000872,2024-09-24,Update Profile,Mobile Phone,1,1,1
ENG0008027,CUS000544,2023-06-12,Download Statement,Tablet,3,1,1
ENG0008028,CUS000595,2022-09-30,Download Statement,Mobile Phone,1,1,1
ENG0008029,CUS000603,2023-11-24,View Balance,Mobile Phone,10,5,2
ENG0008030,CUS000974,2024-09-03,Login,Mobile Phone,4,2,1
ENG0008031,CUS000489,2024-01-27,Modify Investment,Tablet,6,3,1
ENG0008032,CUS000656,2024-02-09,Contact Support,Tablet,3,1,1
ENG0008033,CUS000283,2022-12-14,Complete Survey,Tablet,5,2,1
ENG0008034,CUS000233,2024-07-05,Download Statement,Mobile Phone,1,1,1
ENG0008035,CUS000363,2023-09-02,Use Planning Tool,Smart TV,19,9,4
ENG0008036,CUS000451,2023-06-03,Modify Investment,Voice Assistant,6,3,1
ENG0008037,CUS000757,2023-01-29,Contact Support,Mobile Phone,5,2,1
ENG0008038,CUS000452,2024-09-19,Complete Survey,Voice Assistant,9,4,2
ENG0008039,CUS000878,2023-10-14,Update Profile,Smart TV,1,1,1
ENG0008040,CUS000003,2024-05-21,Update Profile,Smart TV,2,1,1
ENG0008041,CUS000065,2024-07-04,Research Product,Mobile Phone,18,9,4
ENG0008042,CUS000511,2024-07-02,Research Product,Smart TV,7,3,1
ENG0008043,CUS000032,2024-09-21,Update Profile,Tablet,1,1,1
ENG0008044,CUS000123,2023-11-14,Update Profile,Voice Assistant,1,1,1
ENG0008045,CUS000377,2023-09-20,Watch Educational Video,Voice Assistant,28,14,7
ENG0008046,CUS000761,2024-02-15,Login,Mobile Phone,4,2,1
ENG0008047,CUS000598,2020-10-27,Research Product,Voice Assistant,24,12,6
ENG0008048,CUS000592,2023-05-22,Complete Survey,Voice Assistant,9,4,2
ENG0008049,CUS000313,2024-05-31,Watch Educational Video,Desktop,7,3,1
ENG0008050,CUS000320,2023-05-08,Watch Educational Video,Smart TV,21,10,5
ENG0008051,CUS000544,2023-02-23,Watch Educational Video,Voice Assistant,27,13,6
ENG0008052,CUS000350,2024-09-18,View Balance,Tablet,2,1,1
ENG0008053,CUS000370,2024-09-26,Research Product,Smart TV,10,5,2
ENG0008054,CUS000231,2024-09-29,Complete Survey,Voice Assistant,8,4,2
ENG0008055,CUS000970,2024-06-04,Use Planning Tool,Voice Assistant,13,6,3
ENG0008056,CUS000602,2024-06-17,Use Planning Tool,Tablet,18,9,4
ENG0008057,CUS000840,2022-03-05,Watch Educational Video,Mobile Phone,27,13,6
ENG0008058,CUS000567,2020-12-07,Download Statement,Desktop,1,1,1
ENG0008059,CUS000095,2022-10-12,Download Statement,Mobile Phone,5,2,1
ENG0008060,CUS000931,2022-11-16,Modify Investment,Tablet,6,3,1
ENG0008061,CUS000614,2021-12-12,Modify Investment,Tablet,9,4,2
ENG0008062,CUS000648,2023-03-02,Modify Investment,Smart TV,4,2,1
ENG0008063,CUS000270,2022-01-20,Contact Support,Smart TV,5,2,1
ENG0008064,CUS000393,2023-12-22,Update Profile,Voice Assistant,2,1,1
ENG0008065,CUS000308,2024-05-21,Modify Investment,Mobile Phone,5,2,1
ENG0008066,CUS000974,2023-06-07,Modify Investment,Tablet,8,4,2
ENG0008067,CUS000363,2024-03-09,Update Profile,Voice Assistant,4,2,1
ENG0008068,CUS000389,2024-09-14,Watch Educational Video,Desktop,11,5,2
ENG0008069,CUS000990,2024-07-03,Download Statement,Tablet,2,1,1
ENG0008070,CUS000634,2024-09-24,Watch Educational Video,Tablet,16,8,4
ENG0008071,CUS000986,2023-09-28,Use Planning Tool,Smart TV,12,6,3
ENG0008072,CUS000293,2023-01-28,Contact Support,Smart TV,3,1,1
ENG0008073,CUS000854,2024-02-19,Research Product,Tablet,24,12,6
ENG0008074,CUS000241,2024-06-05,Login,Desktop,1,1,1
ENG0008075,CUS000133,2023-03-19,Modify Investment,Tablet,4,2,1
ENG0008076,CUS000782,2024-02-19,View Balance,Mobile Phone,3,1,1
ENG0008077,CUS000266,2024-09-10,Research Product,Desktop,13,6,3
ENG0008078,CUS000375,2024-09-17,Modify Investment,Desktop,9,4,2
ENG0008079,CUS000076,2023-04-18,Login,Mobile Phone,5,2,1
ENG0008080,CUS000456,2024-07-04,View Balance,Tablet,7,3,1
ENG0008081,CUS000069,2021-11-28,Use Planning Tool,Voice Assistant,24,12,6
ENG0008082,CUS000670,2024-07-10,Contact Support,Tablet,2,1,1
ENG0008083,CUS000942,2022-11-22,Login,Smart TV,1,1,1
ENG0008084,CUS000944,2024-03-03,Download Statement,Smart TV,2,1,1
ENG0008085,CUS000450,2021-11-18,Complete Survey,Tablet,6,3,1
ENG0008086,CUS000263,2022-05-17,Use Planning Tool,Tablet,23,11,5
ENG0008087,CUS000291,2024-06-25,Update Profile,Voice Assistant,3,1,1
ENG0008088,CUS000180,2024-05-25,Login,Desktop,1,1,1
ENG0008089,CUS000613,2023-06-16,Complete Survey,Voice Assistant,7,3,1
ENG0008090,CUS000868,2024-07-25,Modify Investment,Desktop,4,2,1
ENG0008091,CUS000601,2024-02-28,View Balance,Tablet,5,2,1
ENG0008092,CUS000061,2023-10-31,Download Statement,Desktop,4,2,1
ENG0008093,CUS000950,2022-06-25,Complete Survey,Mobile Phone,8,4,2
ENG0008094,CUS000640,2023-04-25,Update Profile,Mobile Phone,1,1,1
ENG0008095,CUS000796,2024-03-26,Contact Support,Voice Assistant,7,3,1
ENG0008096,CUS000954,2024-06-08,Complete Survey,Voice Assistant,4,2,1
ENG0008097,CUS000103,2024-08-12,View Balance,Desktop,5,2,1
ENG0008098,CUS000702,2023-02-02,Download Statement,Tablet,4,2,1
ENG0008099,CUS000921,2022-10-15,Modify Investment,Desktop,10,5,2
ENG0008100,CUS000429,2023-04-11,Update Profile,Tablet,5,2,1
ENG0008101,CUS000881,2023-08-14,Login,Mobile Phone,2,1,1
ENG0008102,CUS000047,2021-01-24,View Balance,Tablet,5,2,1
ENG0008103,CUS000987,2022-12-06,Login,Smart TV,3,1,1
ENG0008104,CUS000858,2024-03-01,Update Profile,Tablet,3,1,1
ENG0008105,CUS000887,2021-03-07,Update Profile,Desktop,1,1,1
ENG0008106,CUS000416,2024-09-01,Update Profile,Tablet,1,1,1
ENG0008107,CUS000684,2023-12-06,Modify Investment,Voice Assistant,6,3,1
ENG0008108,CUS000002,2024-08-12,Contact Support,Tablet,10,5,2
ENG0008109,CUS000390,2024-09-13,Watch Educational Video,Desktop,12,6,3
ENG0008110,CUS000996,2024-01-19,Update Profile,Smart TV,2,1,1
ENG0008111,CUS000965,2023-10-01,Complete Survey,Tablet,3,1,1
ENG0008112,CUS000627,2023-07-16,Contact Support,Smart TV,6,3,1
ENG0008113,CUS000897,2023-05-25,Modify Investment,Desktop,3,1,1
ENG0008114,CUS000903,2021-11-16,Use Planning Tool,Smart TV,16,8,4
ENG0008115,CUS000410,2022-10-19,Use Planning Tool,Voice Assistant,6,3,1
ENG0008116,CUS000485,2024-07-09,Download Statement,Smart TV,2,1,1
ENG0008117,CUS000835,2022-11-16,Watch Educational Video,Mobile Phone,26,13,6
ENG0008118,CUS000777,2023-12-06,Modify Investment,Voice Assistant,10,5,2
ENG0008119,CUS000355,2021-03-16,Use Planning Tool,Mobile Phone,13,6,3
ENG0008120,CUS000068,2024-08-06,Login,Mobile Phone,4,2,1
ENG0008121,CUS000409,2023-08-15,Watch Educational Video,Mobile Phone,19,9,4
ENG0008122,CUS000215,2022-12-22,Modify Investment,Tablet,10,5,2
ENG0008123,CUS000549,2024-07-21,Modify Investment,Smart TV,4,2,1
ENG0008124,CUS000680,2024-07-05,Login,Desktop,4,2,1
ENG0008125,CUS000246,2022-09-02,Modify Investment,Voice Assistant,5,2,1
ENG0008126,CUS000486,2024-09-10,Watch Educational Video,Tablet,17,8,4
ENG0008127,CUS000543,2022-07-18,Update Profile,Tablet,2,1,1
ENG0008128,CUS000314,2023-03-26,Complete Survey,Tablet,3,1,1
ENG0008129,CUS000674,2023-10-05,Research Product,Smart TV,27,13,6
ENG0008130,CUS000769,2023-09-04,Modify Investment,Desktop,7,3,1
ENG0008131,CUS000111,2023-12-20,Complete Survey,Mobile Phone,7,3,1
ENG0008132,CUS000019,2023-01-13,Watch Educational Video,Voice Assistant,16,8,4
ENG0008133,CUS000247,2022-06-08,Download Statement,Voice Assistant,1,1,1
ENG0008134,CUS000962,2023-08-23,Login,Mobile Phone,3,1,1
ENG0008135,CUS000996,2021-08-14,Update Profile,Tablet,5,2,1
ENG0008136,CUS000531,2024-03-16,Login,Tablet,3,1,1
ENG0008137,CUS000447,2024-01-07,View Balance,Desktop,10,5,2
ENG0008138,CUS000538,2024-08-17,Complete Survey,Mobile Phone,10,5,2
ENG0008139,CUS000527,2022-06-25,Use Planning Tool,Tablet,5,2,1
ENG0008140,CUS000570,2023-08-31,Complete Survey,Mobile Phone,5,2,1
ENG0008141,CUS000949,2023-09-25,Contact Support,Mobile Phone,9,4,2
ENG0008142,CUS000695,2024-08-29,Contact Support,Desktop,6,3,1
ENG0008143,CUS000311,2024-09-30,Complete Survey,Smart TV,5,2,1
ENG0008144,CUS000883,2024-08-08,Watch Educational Video,Smart TV,16,8,4
ENG0008145,CUS000812,2023-03-05,Update Profile,Mobile Phone,5,2,1
ENG0008146,CUS000995,2024-07-17,Contact Support,Smart TV,10,5,2
ENG0008147,CUS000920,2024-03-06,Download Statement,Mobile Phone,1,1,1
ENG0008148,CUS000406,2022-06-05,Complete Survey,Mobile Phone,7,3,1
ENG0008149,CUS000324,2024-06-10,Download Statement,Smart TV,3,1,1
ENG0008150,CUS000713,2023-03-15,Modify Investment,Tablet,8,4,2
ENG0008151,CUS000292,2021-11-12,Use Planning Tool,Smart TV,22,11,5
ENG0008152,CUS000347,2024-06-25,Update Profile,Mobile Phone,5,2,1
ENG0008153,CUS000748,2020-11-27,Research Product,Voice Assistant,27,13,6
ENG0008154,CUS000185,2022-06-06,Watch Educational Video,Desktop,17,8,4
ENG0008155,CUS000316,2024-01-21,Research Product,Smart TV,9,4,2
ENG0008156,CUS000647,2024-04-02,Use Planning Tool,Tablet,8,4,2
ENG0008157,CUS000487,2022-12-21,Research Product,Smart TV,5,2,1
ENG0008158,CUS000765,2022-10-06,Watch Educational Video,Voice Assistant,7,3,1
ENG0008159,CUS000655,2024-08-21,Login,Desktop,1,1,1
ENG0008160,CUS000235,2023-06-01,Contact Support,Desktop,7,3,1
ENG0008161,CUS000119,2024-07-14,Research Product,Voice Assistant,7,3,1
ENG0008162,CUS000847,2024-04-17,Research Product,Tablet,5,2,1
ENG0008163,CUS000254,2024-09-24,Complete Survey,Mobile Phone,7,3,1
ENG0008164,CUS000744,2023-03-26,Complete Survey,Mobile Phone,8,4,2
ENG0008165,CUS000977,2024-09-18,Watch Educational Video,Voice Assistant,15,7,3
ENG0008166,CUS000475,2024-09-09,Download Statement,Voice Assistant,3,1,1
ENG0008167,CUS000537,2022-02-28,Update Profile,Smart TV,2,1,1
ENG0008168,CUS000299,2024-06-26,Update Profile,Mobile Phone,2,1,1
ENG0008169,CUS000836,2024-05-11,Contact Support,Smart TV,9,4,2
ENG0008170,CUS000815,2022-08-30,Complete Survey,Mobile Phone,10,5,2
ENG0008171,CUS000324,2024-06-18,Contact Support,Desktop,4,2,1
ENG0008172,CUS000994,2023-06-02,Download Statement,Voice Assistant,2,1,1
ENG0008173,CUS000288,2024-02-11,Complete Survey,Voice Assistant,2,1,1
ENG0008174,CUS000875,2024-06-16,Research Product,Voice Assistant,16,8,4
ENG0008175,CUS000313,2024-05-07,Contact Support,Mobile Phone,9,4,2
ENG0008176,CUS000476,2024-07-15,Login,Tablet,3,1,1
ENG0008177,CUS000283,2024-09-24,Use Planning Tool,Smart TV,15,7,3
ENG0008178,CUS000219,2024-08-13,Download Statement,Smart TV,3,1,1
ENG0008179,CUS000030,2024-08-13,Use Planning Tool,Tablet,16,8,4
ENG0008180,CUS000037,2023-12-26,View Balance,Mobile Phone,4,2,1
ENG0008181,CUS000412,2024-03-21,Watch Educational Video,Smart TV,30,15,7
ENG0008182,CUS000617,2023-05-11,Download Statement,Tablet,3,1,1
ENG0008183,CUS000871,2023-12-22,Use Planning Tool,Desktop,11,5,2
ENG0008184,CUS000207,2021-10-03,Login,Smart TV,5,2,1
ENG0008185,CUS000303,2024-01-14,View Balance,Desktop,8,4,2
ENG0008186,CUS000113,2022-09-19,Complete Survey,Smart TV,10,5,2
ENG0008187,CUS000047,2021-01-18,View Balance,Mobile Phone,9,4,2
ENG0008188,CUS000441,2024-02-03,Update Profile,Mobile Phone,1,1,1
ENG0008189,CUS000452,2024-09-12,Modify Investment,Tablet,4,2,1
ENG0008190,CUS000985,2023-10-14,Research Product,Tablet,23,11,5
ENG0008191,CUS000178,2022-10-29,Update Profile,Voice Assistant,4,2,1
ENG0008192,CUS000766,2022-11-10,Contact Support,Desktop,8,4,2
ENG0008193,CUS000428,2023-10-26,Complete Survey,Smart TV,3,1,1
ENG0008194,CUS000292,2021-05-27,Modify Investment,Tablet,6,3,1
ENG0008195,CUS000362,2024-08-02,Research Product,Voice Assistant,28,14,7
ENG0008196,CUS000257,2023-10-03,Contact Support,Desktop,9,4,2
ENG0008197,CUS000933,2023-12-16,Research Product,Desktop,22,11,5
ENG0008198,CUS000588,2024-06-11,Update Profile,Tablet,4,2,1
ENG0008199,CUS000978,2023-04-03,Update Profile,Voice Assistant,3,1,1
ENG0008200,CUS000666,2024-01-31,Complete Survey,Smart TV,7,3,1
ENG0008201,CUS000834,2024-05-05,View Balance,Voice Assistant,8,4,2
ENG0008202,CUS000120,2021-09-09,View Balance,Voice Assistant,10,5,2
ENG0008203,CUS000974,2024-03-03,Complete Survey,Tablet,4,2,1
ENG0008204,CUS000276,2022-07-30,Complete Survey,Mobile Phone,4,2,1
ENG0008205,CUS000606,2024-07-01,Download Statement,Mobile Phone,1,1,1
ENG0008206,CUS000457,2023-12-20,Watch Educational Video,Tablet,15,7,3
ENG0008207,CUS000854,2024-03-05,Login,Tablet,3,1,1
ENG0008208,CUS000920,2021-08-25,Download Statement,Mobile Phone,3,1,1
ENG0008209,CUS000009,2024-09-16,View Balance,Tablet,8,4,2
ENG0008210,CUS000548,2022-08-18,Contact Support,Tablet,6,3,1
ENG0008211,CUS000604,2023-11-02,Use Planning Tool,Mobile Phone,10,5,2
ENG0008212,CUS000885,2021-05-02,Use Planning Tool,Desktop,18,9,4
ENG0008213,CUS000069,2024-08-20,Watch Educational Video,Voice Assistant,13,6,3
ENG0008214,CUS000556,2023-02-25,Complete Survey,Voice Assistant,4,2,1
ENG0008215,CUS000042,2024-02-08,Research Product,Tablet,29,14,7
ENG0008216,CUS000034,2024-02-10,Download Statement,Mobile Phone,1,1,1
ENG0008217,CUS000694,2022-05-01,Login,Voice Assistant,5,2,1
ENG0008218,CUS000228,2024-01-17,Use Planning Tool,Mobile Phone,20,10,5
ENG0008219,CUS000280,2022-01-30,Complete Survey,Smart TV,2,1,1
ENG0008220,CUS000702,2023-12-12,Download Statement,Mobile Phone,1,1,1
ENG0008221,CUS000416,2024-08-13,Download Statement,Voice Assistant,4,2,1
ENG0008222,CUS000392,2021-05-12,Research Product,Mobile Phone,29,14,7
ENG0008223,CUS000219,2024-07-14,Use Planning Tool,Tablet,12,6,3
ENG0008224,CUS000312,2024-02-04,Complete Survey,Tablet,5,2,1
ENG0008225,CUS000712,2023-03-30,Update Profile,Voice Assistant,3,1,1
ENG0008226,CUS000890,2021-08-07,Update Profile,Smart TV,2,1,1
ENG0008227,CUS000040,2021-08-03,Contact Support,Voice Assistant,3,1,1
ENG0008228,CUS000052,2022-04-06,View Balance,Tablet,8,4,2
ENG0008229,CUS000320,2023-07-06,Watch Educational Video,Mobile Phone,6,3,1
ENG0008230,CUS000315,2023-04-30,Contact Support,Desktop,8,4,2
ENG0008231,CUS000404,2024-05-16,Watch Educational Video,Mobile Phone,23,11,5
ENG0008232,CUS000553,2023-09-18,Contact Support,Mobile Phone,5,2,1
ENG0008233,CUS000392,2024-05-12,Use Planning Tool,Desktop,25,12,6
ENG0008234,CUS000301,2024-07-11,Update Profile,Tablet,5,2,1
ENG0008235,CUS000785,2022-01-03,Research Product,Mobile Phone,23,11,5
ENG0008236,CUS000818,2024-04-18,Contact Support,Desktop,4,2,1
ENG0008237,CUS000275,2023-03-13,Contact Support,Tablet,5,2,1
ENG0008238,CUS000506,2022-10-02,Complete Survey,Tablet,10,5,2
ENG0008239,CUS000446,2024-05-23,Use Planning Tool,Voice Assistant,20,10,5
ENG0008240,CUS000723,2020-08-25,Use Planning Tool,Mobile Phone,12,6,3
ENG0008241,CUS000045,2024-01-24,Complete Survey,Smart TV,6,3,1
ENG0008242,CUS000550,2024-01-12,Login,Voice Assistant,1,1,1
ENG0008243,CUS000610,2023-07-18,Update Profile,Tablet,5,2,1
ENG0008244,CUS000070,2021-08-06,Update Profile,Tablet,2,1,1
ENG0008245,CUS000153,2024-07-30,Download Statement,Tablet,3,1,1
ENG0008246,CUS000140,2023-02-02,Research Product,Voice Assistant,14,7,3
ENG0008247,CUS000200,2022-09-06,Watch Educational Video,Desktop,23,11,5
ENG0008248,CUS000733,2023-04-10,Login,Smart TV,3,1,1
ENG0008249,CUS000354,2023-04-28,Complete Survey,Desktop,8,4,2
ENG0008250,CUS000003,2024-01-30,Complete Survey,Desktop,8,4,2
ENG0008251,CUS000581,2023-08-07,Update Profile,Tablet,5,2,1
ENG0008252,CUS000695,2024-06-07,Use Planning Tool,Tablet,22,11,5
ENG0008253,CUS000691,2024-01-09,Download Statement,Tablet,2,1,1
ENG0008254,CUS000835,2024-03-03,Watch Educational Video,Tablet,12,6,3
ENG0008255,CUS000285,2022-10-10,Update Profile,Tablet,4,2,1
ENG0008256,CUS000912,2023-05-02,Use Planning Tool,Smart TV,14,7,3
ENG0008257,CUS000410,2024-04-18,Download Statement,Smart TV,3,1,1
ENG0008258,CUS000251,2023-12-26,Download Statement,Tablet,1,1,1
ENG0008259,CUS000367,2024-09-10,Update Profile,Mobile Phone,1,1,1
ENG0008260,CUS000433,2022-12-08,Update Profile,Tablet,2,1,1
ENG0008261,CUS000853,2021-11-18,Use Planning Tool,Mobile Phone,14,7,3
ENG0008262,CUS000317,2024-04-01,Download Statement,Mobile Phone,4,2,1
ENG0008263,CUS000182,2020-07-31,Download Statement,Smart TV,4,2,1
ENG0008264,CUS000290,2024-01-30,Update Profile,Mobile Phone,5,2,1
ENG0008265,CUS000473,2024-08-16,Contact Support,Voice Assistant,2,1,1
ENG0008266,CUS000352,2023-01-06,Use Planning Tool,Tablet,14,7,3
ENG0008267,CUS000842,2024-08-01,Complete Survey,Voice Assistant,10,5,2
ENG0008268,CUS000757,2020-08-06,Complete Survey,Tablet,5,2,1
ENG0008269,CUS000270,2022-01-02,Download Statement,Desktop,3,1,1
ENG0008270,CUS000759,2024-08-20,Login,Tablet,1,1,1
ENG0008271,CUS000911,2023-08-06,Download Statement,Mobile Phone,3,1,1
ENG0008272,CUS000626,2023-03-01,View Balance,Desktop,5,2,1
ENG0008273,CUS000401,2022-12-12,Use Planning Tool,Mobile Phone,8,4,2
ENG0008274,CUS000292,2021-10-01,Update Profile,Tablet,1,1,1
ENG0008275,CUS000388,2021-11-02,Research Product,Smart TV,19,9,4
ENG0008276,CUS000552,2023-11-27,Download Statement,Tablet,2,1,1
ENG0008277,CUS000215,2024-07-11,Use Planning Tool,Desktop,18,9,4
ENG0008278,CUS000846,2021-04-12,Complete Survey,Smart TV,5,2,1
ENG0008279,CUS000979,2023-04-14,Login,Mobile Phone,3,1,1
ENG0008280,CUS000909,2024-04-08,Research Product,Mobile Phone,28,14,7
ENG0008281,CUS000013,2023-04-01,Login,Tablet,4,2,1
ENG0008282,CUS000378,2021-12-20,Update Profile,Mobile Phone,3,1,1
ENG0008283,CUS000573,2021-11-22,Research Product,Tablet,20,10,5
ENG0008284,CUS000263,2022-08-22,View Balance,Voice Assistant,9,4,2
ENG0008285,CUS000299,2023-08-22,Modify Investment,Tablet,8,4,2
ENG0008286,CUS000288,2023-10-27,Update Profile,Voice Assistant,5,2,1
ENG0008287,CUS000164,2023-08-13,Watch Educational Video,Voice Assistant,21,10,5
ENG0008288,CUS000385,2024-06-24,Contact Support,Smart TV,2,1,1
ENG0008289,CUS000466,2024-07-19,Modify Investment,Tablet,8,4,2
ENG0008290,CUS000762,2024-07-25,Update Profile,Mobile Phone,1,1,1
ENG0008291,CUS000008,2021-10-02,Research Product,Mobile Phone,5,2,1
ENG0008292,CUS000884,2023-05-21,Login,Voice Assistant,3,1,1
ENG0008293,CUS000250,2024-09-27,Modify Investment,Tablet,4,2,1
ENG0008294,CUS000254,2024-09-01,Complete Survey,Smart TV,8,4,2
ENG0008295,CUS000150,2024-08-30,Research Product,Desktop,14,7,3
ENG0008296,CUS000950,2023-10-29,Contact Support,Tablet,7,3,1
ENG0008297,CUS000478,2024-07-29,Complete Survey,Voice Assistant,5,2,1
ENG0008298,CUS000625,2024-08-22,Download Statement,Mobile Phone,3,1,1
ENG0008299,CUS000458,2023-11-02,View Balance,Mobile Phone,2,1,1
ENG0008300,CUS000844,2022-11-12,Download Statement,Mobile Phone,3,1,1
ENG0008301,CUS000065,2024-09-07,Watch Educational Video,Voice Assistant,14,7,3
ENG0008302,CUS000956,2021-03-30,Use Planning Tool,Desktop,21,10,5
ENG0008303,CUS000316,2023-06-22,Download Statement,Desktop,4,2,1
ENG0008304,CUS000259,2022-12-12,Download Statement,Desktop,5,2,1
ENG0008305,CUS000280,2024-03-05,Complete Survey,Smart TV,5,2,1
ENG0008306,CUS000760,2024-09-09,Use Planning Tool,Mobile Phone,27,13,6
ENG0008307,CUS000751,2024-08-14,Login,Mobile Phone,1,1,1
ENG0008308,CUS000714,2023-03-21,Download Statement,Voice Assistant,1,1,1
ENG0008309,CUS000708,2022-04-28,Complete Survey,Smart TV,3,1,1
ENG0008310,CUS000913,2023-12-24,Download Statement,Voice Assistant,3,1,1
ENG0008311,CUS000944,2024-09-30,Modify Investment,Voice Assistant,6,3,1
ENG0008312,CUS000053,2023-06-27,Contact Support,Desktop,5,2,1
ENG0008313,CUS000219,2024-01-20,Modify Investment,Smart TV,4,2,1
ENG0008314,CUS000466,2024-06-15,Contact Support,Tablet,3,1,1
ENG0008315,CUS000659,2021-12-14,Watch Educational Video,Mobile Phone,28,14,7
ENG0008316,CUS000743,2022-04-21,Update Profile,Mobile Phone,1,1,1
ENG0008317,CUS000252,2022-08-10,Contact Support,Voice Assistant,6,3,1
ENG0008318,CUS000181,2024-04-16,Watch Educational Video,Smart TV,7,3,1
ENG0008319,CUS000614,2023-02-01,Use Planning Tool,Smart TV,17,8,4
ENG0008320,CUS000731,2020-06-15,Use Planning Tool,Voice Assistant,6,3,1
ENG0008321,CUS000266,2023-04-04,Complete Survey,Voice Assistant,10,5,2
ENG0008322,CUS000320,2023-06-06,Contact Support,Smart TV,9,4,2
ENG0008323,CUS000160,2021-07-13,Update Profile,Mobile Phone,3,1,1
ENG0008324,CUS000056,2024-03-11,Use Planning Tool,Tablet,24,12,6
ENG0008325,CUS000715,2023-05-29,Research Product,Desktop,12,6,3
ENG0008326,CUS000022,2024-05-04,Download Statement,Tablet,1,1,1
ENG0008327,CUS000045,2023-02-14,Update Profile,Tablet,2,1,1
ENG0008328,CUS000453,2024-07-15,Complete Survey,Mobile Phone,5,2,1
ENG0008329,CUS000324,2024-05-21,Contact Support,Voice Assistant,10,5,2
ENG0008330,CUS000565,2023-11-18,Modify Investment,Tablet,4,2,1
ENG0008331,CUS000918,2023-04-22,Login,Smart TV,3,1,1
ENG0008332,CUS000099,2023-10-15,View Balance,Mobile Phone,4,2,1
ENG0008333,CUS000849,2023-03-27,Contact Support,Smart TV,3,1,1
ENG0008334,CUS000767,2023-11-17,Complete Survey,Voice Assistant,9,4,2
